content,score
merasa terbantu,4
ok,5
keren,5
Bagus aplikasinya,5
makasih kami berjalan dengan aman dan semat sampey tujuan tenks,5
memuaskan mantab,5
Poko nya mah jadi mudah semua krna ada grab,5
terbaik,5
Ok,5
Aplikasinya bagus,5
ok,5
Ok.,5
"Sumpah kali ini aplikasi sama para driver nya mengecewakan parah, driver nya banyak yg ga sopan, pihak grab di komplin pun ga respon malah di persulit bukanya di usut,mau cancel makanan gara"" Ga segera di pick up malah di suruh nunggu sampe sejam lebih, parah, kecewa gilak, padahal uda bertaun"" Make apk grab, bukanya makin bagus malah downgrade 👎🏻",1
bagus,5
layanan yg bagus dg harga yg terjangkau,5
Ok,5
baik,5
nice,5
terbaik dan sangat ramah,5
sangat memudahkan,5
Banyak diskonnya,5
okay,5
Tiap pesan makanan di grabfood lama bener sampe 1 jam lebih .,1
sampai saat ini service grab masih ok,5
"sopan Ramah ,,dan kebetulan tetangga kampung👍👍👍👍👍",5
Lumayanlah,4
"trimkasih banyak... selama ini bertahun tahun aplikasi Grab beserta para bapak drivernya sudah membantu saya sebagai sarana dalam beraktivitas ,begitu juga untuk makan dan minum saya...sukses selalu. .mmuaahh...tks Tuhan Yesus memberkati kita semua...Amen...",5
"ngasih promo ga niat, bayar pake superbank dapet diskon 20k. emang bener tapi penjemputan lama bangettt taiii. dicancel malah ilang",1
sangat baik,4
Aplikasi buruk sangat buruk tidak seperti shopee. Ketika lupa pin link login dikirim ke wa tapi aplikasi grab ribet kek t41,1
aplikasi terbaik dari semua aplikasi lain. karena juga sering ada diskon,5
oke,5
Pesan makanan hampir 2 jam. Sudah sabar menunggu tapi akhirnya malah di cancel sepihak sama driver. Kita nunggu 2 jam cuman buat nunggu di cancel! Emosilah,1
ok,5
good,5
sangat berguna 100%,5
okeh,5
sangat membantu bagi yg membutuhkan🤗,5
grab nih boss tampleng dong,5
Sangat membantu sekali,5
Kenapa sekarang mo pesan harus verifikasi wajah ya ? Pensiunan PNS aja sekarang per 3 bulan. Ini Grab masa harus verifikasi wajah ya,2
"responnya cepat, pengantarannya sesuai instruksi dari pelanggan.",5
mantap,5
baik,5
jos,5
Dari dulu sampe sekarang pelayanannya masih BURUK,1
enak bgt,5
"Kenapa Akun saya tidak bisa ubah metode pembayaran ke Tunai? Saldo Ovo tidak cukup, jadinya tidak bisa order gara-gara metode pembayaran yang tidak mencukupi",1
"Cuaca lagi hujan cari grab malah makin tinggi harganya,mana dapetnya lama banget Giliran udah dapet drivernya,malah kejauhan bilangnya mapsnya salah Parah banget sih,mana lagi urgent Tolong ya grab perbaiki",1
puas sekali,5
sangat membantu,5
baik,5
Tidak bisa batalkan pesanan. Tidak ada tombol batalkan. Padahal driver tidak mau ambil,1
kerja bagus,5
"Pengalaman pertama saya naik grab pelayanan maksimal, keren. 👍👍👍",5
Sangat membantu,5
bagus,5
fix no debat,5
ok,5
Grab ini maksudnya apa ya? Kenapa di ubud kok ga ada grab car xl? Kenapa kok dimunculkan grabcar plus..harga grabcar plus ini harga nya ga masuk akal! Mahal banget! Tolong munculkan kembali di ubud grab xlnya! Apa ini taktik anda biar dpat cuan banyak! Mending saya pesan gocar xl nya harga masih masuk akal,1
Gaje ah toko dan pembeli tidak bisa dibatalkan alhasil saldo gue terpotong,1
sangat baik,5
Baguss,5
sempurna,5
oke,5
mantap,5
mantap banyak promo,5
"drivernya sombong, mentang mentang pake grabcar hemat ga ada yg mau Terima, padahal lagi kejebak hujan",1
puas,5
sempurna grab,5
puas sy order d sini baik banget draiverny,5
terbaik,5
Jangan terus2an update,1
mantap,5
"barusan gua mau order, tiba2 akun nya ke close. pdhal gapernah logut in akun nya dan pas login ulang malah disuruh 'coba lagi', aduh malah masih sama aja kmrin udah di fiks dan barusan nyoba logut lagi karna, gabisa bayar tunai, giliran login lagi malah akunnya ilang, disuruh buat lagi.",1
Tidak lengkap fiturnya,4
Mksih Abng Grabe untk playananya puas,5
supirnya ramah dan supel,5
"mntaff ,,amanah bangett,,,",5
bagus,5
mantap,5
good,5
"grab sangat membantu dalam hal perjalanan, pengantaran pesanan dan juga lainnya 👍🙏😉",5
trimaksih,5
memberikan kemudahan dalam transportasi,5
semangat pak sukses selalu,5
ok deh,5
bintang yg berbicara 👍👍👍,5
cepat,5
ok,5
Kenapa ga ada fitur pembatalan pesanan.? Jadi makin riweh,1
sangat membantu,5
mantab!,5
penanganan buruk,1
tq mempermudah urusan,5
mantap,4
👍,4
mantap,5
pertama pesen grab motor alhmdulillah nyaman,4
"pelayanan memuaskan, tolong dtegur drivernya yg cuek ngak respect pd pda calon penumpangnya,contoh ngak mau bantuin bawaannya penumpang,alias cuek..emang sich ngak semua drivernya cuek, tpi hanya ada beberapa saja sya menemui driver yg cuek.Tapi klau drivernya pengertian, supel, ramah pasti sya kasih lebih ongkosnya...ma'af utk masukan aja,biar kedepannya lebih baik dn memuaskan 🙏",5
kebanyakan iklan,1
bagus,5
ramah dan baik kendaraan bersih,5
Drive nya pada gak baik. Masak kelewat sedikit marah. Giliran rute nya kurang sedikit langsung minta jemput. Jangan gitu dong. Kita juga bayar kok,3
mantappppp nyaman banget pake grab murah juga terimakasih grab,5
Tarif kali 2 nyusahin banget tujuan urgent jd dibuat mahal,1
Nyaman dan tepat,5
Sempurna,5
smangat bng biar tambah gacor,5
Good,5
mantap pakai grab,5
nice,5
"Halo grab, hari ini saya mau buka aplikasi, kemarin fine² aja seperti biasanya. Tapi saat tadi mau buka aplikasinya, tiba² saja keluar dari aplikasi dan harus log.in tetapi tidak bisa log.in. Saya sudah update juga langsung. Tapi tetap tidak bisa log.in Ada apa dengan grab? Lagi gangguan ya kemarin. Semua org gak bisa log.in baru hari ini saya coba bisa log.in lagi. Sampai kaget. Kirain grab kena hack. Sampai saya takut untuk log.in",5
aman,5
banyak diskonnya dan penjemputannya cepat tidak lelet,5
Bagys,5
bagus,5
terimakasih,5
Ribet,1
Bagus,5
bagus,5
"Dear grab, adain fitur pembayaran via dana dong. Bayar pake e-wallet ungu bukannya untung malah buntung",4
bagus sangat membantu,5
Terbaik,4
Pelayanan mantap,5
oke,5
Abang nya bagus ramah 🙏,5
mantappp,5
alhamdllah sangat membantu,4
mantap,5
sesuai,5
bagus,5
"Kenapa aplikasi grab driver tidak bisa di instal di hp realme c11 2021 ,keterangan perangkat ini tidak kompatibel dengan hp anda.",3
"suka naik Grab krn lbh cpt, lncr & murah",5
bagus dan bermanfaat,5
sgt baik,5
bagus,5
aplikasi sangat membantu saya,5
Apa itu scan wajah segala mo beli makan aja kaya mo absen kerja bapuk,1
"Aplikasi yang sangar menolong kegiatan setiap hari. Tarif awalnya oke tapi sekarang semakin mahal, dengan alasan untuk inilah, untuk itulah, untuk perbaikan, untuk pelatihan. Sejujurnya masih terbaik, kedua.",3
luar biasa,5
"Udah paling males klo pagi naek grab, selalu aja driver gada kembalian alesan baru kluar",1
ok,5
says puas,5
sering keluar sndr,3
"apk nya bagus si banyak promo nya harga go ride nya jg murah tapi kenapa tiba-tiba ke logout sendiri ya? mau login lagi malah ga bisa padahal sebelumnya masih bisa dipake, tolong diperbaiki, terimakasi.",5
sangat Membantu,5
mantap,5
Bagus,5
saya senang bisa membantu,5
Good job,5
"harga lebih terjangkau dari yg lain,respon cepat,drivernya jg ramah☺️",5
good,5
"Sedikit kecewa perihal kecelakaan yang di akibatkan dari kelalaian pengemudi menyebabkan hilangnya ujung jari kaki saya, sdah begitu biaya pengobatan hanya di cover untuk operasinya saja padahal kalo di pikir saya sebagai korban udah mah sakit, jari saya ga bakal tumbuh lagi mana mata. Pencaharian saya hilang selama blom bisa jalan normal lagi di tambah kekecewaan yang sangat tidak ada bentuk kepedulian lain mengenai biaya kompensasi jujur saya sakit pengemudi nya pun cuci tangan begitu saja.",1
"Dengan adanya 3 pilihan bayar untuk ongkos pengiriman di grab food merasa akhir-akhir ini sering dirugikan ketika memilihi ongkir yang standar..sering terlambat karena 2 order...yang paling menyesakan..sudah telat..makanan jadi dingin, minuman leleh..selera makan sudah turun gegara terlalu lama menunggu..mungkin bagi driver butuh tambahan penghasilan..tapi toh perhatikan juga dong resiko kerugian yang akan di dapat pembeli.. terimakasih",1
"Kemarin jam 4 sore pesen grab tapi tiba tiba aplikasi ke logout sendiri, dan sekarang udah bisa lagi dengan scan ulang muka dan input no telpon yang sama dengan akun sebelumnya. Tapi saldo ovonya malah jadi 0 rupiah.",2
kenapasih harus ferifikasi muka,1
Ok,5
Skrng banyak driver yg ga jelas dengan maksud pemesanan makanan tapi malah membatalkan. Trs respon admin Mitra cht help centernya lama pesanan 1 jam ga kunjung dapet driver,1
good,5
Grap kok akun saya di tangguh sihh padalah saya gak ada buat lebih dari 1 akun,2
good,3
Apk Yg Terpercaya,5
Mantap,5
bagus bGt,5
supir baik,5
bagus,2
tengah malam order grab... mantap,5
baik,5
baik banget abang nya,5
banyak promo dan bagus membantu. tp untuk pekerja buruh harusnya di kasih diskon aja,5
sangat membantu,5
"Update aplikasi terus. Kesel bgt sumpah. Bukan apa apa, org lagi buru buru. Malah di suruh update aplikasi. Udah itu lemot lagi. Kesel bgt",3
Aplikasi gak jelas goblokkkk sama ky drivernya kaga ada yg jelas😡😡😡😡😡😡😡,1
apk cacat otw uninstal,1
"makin ketat persaingan ojol, ko grab malah mengurangi menu aplikasi pesanan untuk customer... pesanan ko jadi ga bisa dibatalkan, seolah mau ga mau harus dibeli... pdhl mau ganti menu, atw ganti alamat pengiriman, kn bikin susah customer kalo begini, saya sudah lama menggunakan jasa grab, baru sekarang ga bisa batalkan pesanan, SANGAT MENGECEWAKAN... ma'af sya tarik kembali bintang 5 nya",1
good service,5
gudd,5
"tepat waktu, kendaraan bersih, sopan dan kami puas",5
Percuma banyak promo drivernya songong2,5
Kenapa ya jarak hanya 2 KM pesan makanan bisa sampai 40 menit nggak sampai2.,2
good,5
Dengan aplikasi Grab memudahkan segala aktivitas,5
okeeh banget,5
sangat membantu,5
Baik,5
mantap,4
mantap,5
pelayanan baik,5
"Grab tuh banyak diskon keren, cma drivernya aja klo kita pke diskon untuk berpergian kurang bikin nyaman giliran Kemablian nya kita kasih aja berubah raut wajahnya wkwk",5
memuaskan,4
keren aplikasinya,5
"aplikasi tidak bisa login, otp tidak muncul",1
mantap ayo tikatkan lagi,5
nyaman n Bagus,5
Oke,5
"buat promo tpi stiap mau dipake malah jdii normal, klo nd niat ngasih promo ndush ditampilkaannnnn",1
aplikasi yg sangat membantu,5
"Pesen makan, tapi makanan belum sampe tiba2 keterangan pesanan udah selesai. Gak ngerti sama sistem grabfood. Pelayanan buruk banget",1
nyaman,5
sopan,5
sangat membantu untuk urgent,4
sangat membantu,5
Setelah update malah gak bisa masuk aplikasi. Verifikasi via WA juga gak bisa.,2
Biarkan bintang yang bicara,5
Grab dekat di kita bisa di grab now,5
baik,5
Good,5
pesan langsung go..bapak nya ramah dan sopan..,5
matap,5
aplikasi ini bagus,5
"Kenapa tiba tiba keluar dan todak bisa login lagi ya, baru kali ini terjadi",5
"Astagfirullah.. Beli makanan via grabfood bukannya enak dan sehat.. Keesokan harinya malah Mencret perut panas, lalu pesen lagi diresto sama juga begitu.. nama resto nya KEDAI DE'ARA BUMIREJO. Dan aku stop pakai grabfood karena makanannya Tidak sehat",1
baik,4
Sulit sekali update,3
enak bgt kue nya nnti pesn lagi,5
pengirimannya cepat,5
"Saya gabisa order grabfood dengan non tunai, sudah mengajukan laporan terkait kendala tapi belum ada balasan",1
Mantap,5
ok,5
"Ini aplikasi grab gimana sih, saat pesan grabike, baru juga masukin alamat tujuannya, belom sempat pencet Pesan, eh lha kok tiba-tiba keluar dari akun, suruh masuk akun lagi, dan ketika mau masuk nunggu kode otp, eh gak bisa, dan muncul notif bhs Inggris, aku coba berkali-kali tetap sama. Yg paling anehnya lagi tiba² ada driver datang, katanya pesanan dari aku, lha ini gimana sih orang blm sempet pecet icon ""Pesan"" kok tiba² datang driver. Dan posisinya aku udh pesan gojek. Mengecewakan sekali.",1
Aplikasi memperbarui saat saya sedang sudah booking driver :B,4
sangat membatu di cuaca huja,5
Sangat membantu,5
Gagal trz masukin kode Verifikasi capeee deh ahh 2x install ttep aja ga bisa,3
"Sumpah jeleeeeeeekkkkkk bgt, LG urgent2nya eh malah sama aplikasi di suruh sign in, pas sign in disuruh masukin OTp, pas masukin OTp....di bilang sorry something wrong BLA BLA BLA",1
Banyak membantu 👍apalagi kalo byk voucher disc 😁👍 Terima kasih Grab semoga jaya selalu,5
"sempet error pas sedamg pakai aplikasi,bikin panik",4
tepat waktu👍,5
Ya sangat membantu itu aja sihh,5
"setelah update ga bisa login, gagal terus malah bikin pusing",1
Kenapa hbs update gak bs log in...,3
tiba2 keluar sendiri udh usahain pake nomer tlpn pake google ttp gabisa masuk,1
Kenapa yiba2 aplikasi grab saya tdk bs membuka sama sekali ya..minta utk masuk kembali..tp ketika saya coba masuk dengan id no telp..malah diblg eror,4
Susah banget buat masuk. Sudah ngetik kode otp nya tetep aja gak bisa. Baik lewat WA maupun Sms huftt,4
Lagi Error ya?log out sendiri..mau log in lagi kode lambat..salah otp terus,5
"apk sering eror, mohon diperbaiki lagi",1
ribet banget registrasi ulangnya.,3
Hbis di update malah logout. Diferifikasi ulang kok GK bisa.,5
"Ini kenapa ya, akun saya tiba-tiba keluar sendiri. Pas mau masuk lagi malah gak bisa, bahkan sudah coba pakai akun lain tetep gak bisa masuk. Gimana sih :((",2
Aplikasi error lagi ada pesanan,1
Ini grab kok ga bs login y,2
Kenapa suka tiba² ke logout dan berkali² nyoba gabisa log in yaaa? Tolong dibantu soalnya jadi susah pas mau pergi buru² tiba² gabisa masuk,3
"Tiba-tiba ke logout, mau masuk lagi pun ribet banget di-redirect ke sana sini dan tetep gagal. Fix the problem, or hire a better team to work on this issue!",1
gampang ke logout sendiri secara tiba-tiba,1
"Mau login aplikasi, ga bisa. Nge-bug mulu",1
Grab tai,1
"Aplikasi kadang eror tiba"" Disuruh daftar lagi dan sangat tidak nyaman",1
"Lagi pesen makanan tiba tiba gabisa login , kocak ini aplikasi.",1
ngebug GK bisa pake akun apapun,1
"akun grab nya tiba-tiba keluar dan tidak bisa digunakan, pdhl saya udah mesen grabcar, gabisa cek lokasi driver udh sampe dimana",1
kenapa tiba² logout,3
tolol tiba-tiba keluar sendiri pas masuk gangguan,1
Aplikasi suka lpg out dan susah masuk,1
tolong di perbaiki lagi aplikasinya gajelas,1
Suka tiba² keluar sendiri akun nya ngulang sendiri itu knpa ya ada mslh apa🤦‍♀️,3
Suka eror kaga bisa masuk gblx,1
"ter logout dengan sendirinya dan tidak bisa login ""ups terjadi masalah"" terus.",1
Cok napa eror keluar akun sendiri trus mau masuk gak bisa,1
gabisa daftarnya jelek,1
Mau masuk akun ga bisa mulu,2
"aplikasi ngebug tross mau ngelogin tak bisa bisa,perbaiki atau bsia kehilangan banyak peminat sekarang!!",1
Error terus grab mah close sendiri,1
Tidak bisa masuk ke akun saya ☹️,1
"tiba tiba banget grab nya logout dan gak bisa masuk lagi, pas mau tak daftar in ulang juga gak bisa, ada apa sih grab hari ini?",2
Ini kenapa tiba tiba gak bisa login grab yaaa???? Udh mahal mahal bayar member grabunlimited malah gak bisa login,1
"Akun saya ke log out sendiri dan gak biaa login garq gara nomer wa akun grab beda sama nomer wa yang saya pakai sekarang di hp yang sama. Login paki email juga gak bisa, padahal mau ganti nomer karna nomer lama dh gak kepake.",1
Ngebug terus apk aneh,1
"suka keluar sendiri akun nya dari grab , trs tiap mau coba login in pasti gabisa",1
"Lagi pesen makan tbtb akun ke logout sendiri, gak jelas",3
ga bisa login,1
gabisa login gajelas padahal saya lagi order grabfood tiba tiba keluar sendiri pas mau login ulang malah gabisa terus,1
"kenapa akunku di blokir Tanpa Sebab...,,",1
"Tidak bisa login, tulisannya ""Oops, something went wrong. Please try again"" terus, tolong diperbaiki ya ka🙏",1
Ni aplikasi kagak jelas log out sendiri pas mau masuk susah nya minta ampun kagak waras mana cs nya lambat banget merespon,1
"Ih apa si tiba tiba keluar disuruh login ulang lagi darurat padahal ucdah di coba login malah ""ups ada yang salah coba lagi"" dah dicoba gagal terus",2
"Grabnya knp? Kok akunku tb"" Log out, pas mau masuk lg gk bisa, aneh bgt, padahal nmr hp aku masih aktif, emailnya jg aktif, knp gk bisa semua, tolong dong salahnya dmn?",1
Wei ini kenapa tiba tiba log out mesti masuk lagi terus mau masuk di suruh ulang mulu makin makin,1
aplikasi error ngga bisa masuk padahal lagi situasi darurat,1
Tiba2 out dan gal bisa relogin setelah update,1
apaansi baru download pas mau login malah ga bisa coba lagi coba lagi ANEHHH,1
Gatau kenapa grab saya rusak,1
"Hari ini akun saya tiba tiba ke log out mau masuk ,, please try again terus",2
"Saya ikut order group sama temen saya, kok setelah itu ke logout ya akun saya. Mau masuk lagi keterangannya ups something went wrong. Pembagian group order juga harusnya ongkir dibagi item ya bukan per orang 😑",1
"sejauh ini nyaman , matur thank u",5
"Tiba-tiba saya ga bisa masuk akun saya, kenapa jadi gini grab, saya lagi butuh malah ga bisa masuk akun",1
Knp waktu login susah banget. Kendala eror trus. Gak jelas,1
Aplikasi nya sebenarnya bagus.sering dapat promo.tp tolong d perbaiki.sudah 2x kalo.gak 3x ini sudah psen grab motor.sudah smpai rumah.eh otomatis pesan ulang motor lain.pdahal sudah dapat pengemudi sebelumnya dan sudah jalan.kan kasih an ojol satu nya yg nunggu.kadang sya yg d tegur.padahal kesalahan bukan dari saya nya.sya pelanggan setia dan hampir tiap hari gojek pulang kerja.tolong d perbaiki,3
bagusss,5
👍👍,5
"fitur menu ditingkatkan lgi kok ngk ada pembatalan pesanan padahal saya salah alamat, tetekan pemesanan jdi buat saya ngk mau lgi pake grab ini kasihan dong ojolnya terpasak anter ngk sesuai alamat, saya pribadi kurang suka sama grab",1
Kenapa sekarang setiap mau pesan grab food total harga ongkir melebihi harga jual orderan semisal harga kopi 38rb ongkir nya 48 rb gimana ini tidak masuk akal,5
baguss,5
good,5
puas,5
sangat membantu,5
terbaik,5
mantap,5
parah buka tracking nya klu pake jasa grab suka ga keliatan,1
nice.... thanks,5
mantap,5
"Masuk akun aja alangkah susahnya tetap di layar ini kami akan memverifikasi, sudah setengah jam masih loading",1
sangat membantu dalam transportasi.di kembangkan secara simple saja buat lebih baik ke depannya,5
Harus sering ngapdet titik slalu jauh dari penjmputan,5
terbaik,5
driver nya mantap ramah dan tepat waktu semoga Allah SWT memberikan perlindungan dan rezeky berlimpah,5
matap,5
"Maaf, saya pernah kena damprat driver Grab karena saya minta tunggu 5menit. bener2 didamprat sampek telpon marah2 karena memang lokasi agak masuk2 dan saya masih komunikasikan sama temen saya yang perlu jemputan 😪",3
"Aplikasi grab tidak beres driver nya banyak penipuan, mending beralih pada aplikasi lain",1
sangat puas,5
"Aplikasi ini makin aneh. Jarak yang slalu sy order makin mahal, ngorder lebih jauhhhh lebih murah. Sinting",1
makasih grab🙏,5
ramah humoris,5
terima kasih kepada Hrab,5
baik,5
memuakkan. pdhl udh nyetel alarm utk apply vcr 55% tpi selalu gagal. vcrnya scam!!!,1
